Book Id	Title	Language	Year	Rs	Pages	Available	Author	Translator	Publisher	Phone No	Copyrights	Edition	Category
121	ತೈತ್ತಿರೀಯೋಪನಿಷತ್ ಪ್ರವಚನ 	Kannada	2007		126	ಇದೆ		ವಿದ್ವಾನ್ ಎನ್. ರಂಗನಾಥ ಶರ್ಮಾ	ವೇದಾಂತ ಭಾರತೀ (ವೇದ – ವೇದಾಂತ ಅಧ್ಯಯನ ಮತ್ತು ಸಂಶೋಧನೆ ಸಂಸ್ಥೆ ) ಚಂದ್ರಮೌಳಿ ರಸ್ತೆ, ಕೃಷ್ಣರಾಜ ನಗರ – ೫೭೧೬೦೨, ಮೈಸೂರು ಜಿಲ್ಲೆ	೦೮೨೬೫-೨೭೪೧೦೦	ವೇದಾಂತಭಾರತೀ	First Print	
122	Samskrita Shabda Chandrika	English	2003		192		Vidwan N. Ranganatha Sharma		Sri Surasaraswathi Sabha		All rights reserved	Second Edition	
123	ವಿದ್ವಾನ್. ಶ್ರೀ ನಡಹಳ್ಳಿ ರಂಗನಾಥಶರ್ಮ 	Kannada	2014		60		ವಿದ್ವಾನ್ ಶ್ರೀ ಅನಂತಶರ್ಮಾ ಭುವನಗಿರಿ		ಶ್ರೀ ರಂಗನಾಥಶರ್ಮಾ ಶತಶಾರದೋತ್ಸವ ಸಮಿತಿ,		ಹಕ್ಕುಗಳನ್ನು ಕಾದಿರಿಸಲಾಗಿದೆ	ಪ್ರಥಮ ಮುದ್ರಣ	
124	ಶ್ರೀಮದ್ವಾಲ್ಮೀಕಿ  ರಾಮಾಯಣಮ್ ಸುಂದರಕಾಂಡಃ 	Kannada	1964, 2009	100	564	ಇದೆ		ವಿದ್ವಾನ್ ಎನ್. ರಂಗನಾಥ ಶರ್ಮಾ	ರಾಮಾಯಣ ಪ್ರಕಾಶನ ಸಮಿತಿ , ನರಸಿಂಹರಾಜ ಕಾಲೋನಿ, ಬೆಂಗಳೂರು – ೫೬೦೦೧೯	೦೮೦ -೩೩೮೯೧೪೩	ಹಕ್ಕುಗಳನ್ನು ಕಾದಿರಿಸಲಾಗಿದೆ	ಹನ್ನೊಂದನೆಯ ಮುದ್ರಣ	
125	ಶ್ರೀ ಭಾಗವನ್ನಮಾವಲಿಃ	Kannada	2002	50	288	ಇದೆ	ವಿದ್ವಾನ್ ಎನ್. ರಂಗನಾಥ ಶರ್ಮಾ		ಶ್ರೀನರಸಿಂಹರಾಜಕಾಲೋನಿ ಅಸೋಸಿಯೇಷನ್(ರಿ) , ಶ್ರೀರಾಮಮಂದಿರ , ನರಸಿಂಹರಾಜ ಕಾಲೋನಿ, ಬೆಂಗಳೂರು – ೧೯	೦೮೨೬೫-೨೭೪೧೦೦	Reserved by the Publishe	ಏಳನೆಯ ಪರಿಷ್ಕೃತ ಮುದ್ರಣ	
126	ರಂಗಾಭಿನಂದನ 	Kannada	1994		492		ವಿದ್ವಾನ್ ಎನ್. ರಂಗನಾಥ ಶರ್ಮಾ		ವಿದ್ವಾನ್ ಶ್ರೀ ಎನ್. ರಂಗನಾಥಶರ್ಮಾ ಅಭಿನಂದನ ಸಮಿತಿ		ವಿದ್ವಾನ್ ಶ್ರೀ ಎನ್. ರಂಗನಾಥಶರ್ಮಾ ಅಭಿನಂದನ ಸಮಿತಿ	ಮೊದಲ ಮುದ್ರಣ	
127	ಶ್ರೀಚಾಮರಾಜೋಕ್ತಿವಿಲಾಸ ಕನ್ನಡ ರಾಮಾಯಣ 	Kannada			44	 ಇಲ್ಲ				೦೮೨೬೫-೨೭೪೧೦೦			
128	Bio-data	English			2								
999	ಶ್ರೀ ಗುರುಸಂಹಿತೆ (ಸಮಶ್ಲೋಕಿ ಗುರುಚರಿತ್ರೆ)	Kannada	2003		804								
	ಶ್ರೀರಾಮಚಂದ್ರ	Kannada	1982	4	71	 ಇಲ್ಲ			ಗೋಖಲೆ ಸಾರ್ವಜನಿಕ ವಿಚಾರ ಸಂಸ್ಥೆ, ಬೆಂಗಳೂರು, ೫೬೦೦೧೯	೦೮೦ -೩೩೮೯೧೪೩			
